rho,lmbda,gamma,k,num_regions,trial,C_T,cr_q
0.30000000000000004,9,0.00025,10,20,37,-8.557979012921535,0.593
0.30000000000000004,9,0.00025,10,20,38,-8.17060153440533,0.6035
0.30000000000000004,9,0.00025,10,20,39,-7.708355533909876,0.625
0.30000000000000004,9,0.00025,10,20,40,-8.28720528922964,0.606
0.30000000000000004,9,0.00025,10,20,41,-8.776579746820822,0.6195
0.30000000000000004,9,0.00025,10,20,42,-7.59975305453329,0.609
0.30000000000000004,9,0.00025,10,20,43,-8.076506004653108,0.621
0.30000000000000004,9,0.00025,10,20,44,-8.40965894614144,0.612
0.30000000000000004,9,0.00025,10,20,45,-8.372427332150954,0.6185
0.30000000000000004,9,0.00025,10,20,46,-7.9287795104169305,0.6095
0.30000000000000004,9,0.00025,10,20,47,-8.440443382975083,0.606
0.30000000000000004,9,0.00025,10,20,48,-8.364383589802175,0.62
0.30000000000000004,9,0.00025,10,20,49,-7.4448150374675395,0.604
0.30000000000000004,9,0.00025,10,20,50,-8.389966153696534,0.615
0.30000000000000004,9,0.00025,10,20,51,-7.707656159602755,0.6045
0.30000000000000004,9,0.00025,10,20,52,-8.680458104170363,0.588
0.30000000000000004,9,0.00025,10,20,53,-8.561168622642292,0.616
0.30000000000000004,9,0.00025,10,20,54,-8.349414968347759,0.578
0.30000000000000004,9,0.00025,10,20,55,-7.453159405549549,0.595
0.30000000000000004,9,0.00025,10,20,56,-8.221213301151439,0.6005
0.30000000000000004,9,0.00025,10,20,57,-7.990739638599985,0.608
0.30000000000000004,9,0.00025,10,20,58,-7.950368995734098,0.589
0.30000000000000004,9,0.00025,10,20,59,-8.06392387599977,0.5855
0.30000000000000004,9,0.00025,10,20,60,-8.523018417287307,0.6015
0.30000000000000004,9,0.00025,10,20,61,-8.23976669149932,0.6075
0.30000000000000004,9,0.00025,10,20,62,-8.451706796342945,0.6115
0.30000000000000004,9,0.00025,10,20,63,-7.464567572861388,0.62
0.30000000000000004,9,0.00025,10,20,64,-7.713096331847802,0.603
0.30000000000000004,9,0.00025,10,20,65,-8.14869451694683,0.606
0.30000000000000004,9,0.00025,10,20,66,-7.985540944761759,0.5845
0.30000000000000004,9,0.00025,10,20,67,-8.124768824114794,0.6065
0.30000000000000004,9,0.00025,10,20,68,-7.413532193755392,0.6305
0.30000000000000004,9,0.00025,10,20,69,-7.699945533925971,0.603
0.30000000000000004,9,0.00025,10,20,70,-7.895970696850005,0.6135
0.30000000000000004,9,0.00025,10,20,71,-8.081401975928754,0.5905
0.30000000000000004,9,0.00025,10,20,72,-7.931695355843515,0.5765
0.30000000000000004,9,0.00025,10,20,73,-7.91070864959882,0.612
0.30000000000000004,9,0.00025,10,20,74,-8.314137536103367,0.5795
0.30000000000000004,9,0.00025,10,20,75,-8.687981946495844,0.586
0.30000000000000004,9,0.00025,10,20,76,-8.370576886758526,0.598
0.30000000000000004,9,0.00025,10,20,77,-7.091563694922462,0.5985
0.30000000000000004,9,0.00025,10,20,78,-7.852864676072926,0.621
0.30000000000000004,9,0.00025,10,20,79,-8.419731917284306,0.614
0.30000000000000004,9,0.00025,10,20,80,-7.820680444944502,0.6
0.30000000000000004,9,0.00025,10,20,81,-8.116203508506906,0.5775
0.30000000000000004,9,0.00025,10,20,82,-8.283704792539604,0.6055
0.30000000000000004,9,0.00025,10,20,83,-7.9973038835787245,0.6
0.30000000000000004,9,0.00025,10,20,84,-8.060520534001457,0.623
0.30000000000000004,9,0.00025,10,20,85,-7.728660366002892,0.6055
0.30000000000000004,9,0.00025,10,20,86,-7.720170319686457,0.582
0.30000000000000004,9,0.00025,10,20,87,-7.955638205093252,0.633
0.30000000000000004,9,0.00025,10,20,88,-8.541537268336171,0.597
0.30000000000000004,9,0.00025,10,20,89,-8.82441633774701,0.5785
0.30000000000000004,9,0.00025,10,20,90,-8.065352032366636,0.6045
0.30000000000000004,9,0.00025,10,20,91,-8.279110973655932,0.6325
0.30000000000000004,9,0.00025,10,20,92,-8.386652234184595,0.611
0.30000000000000004,9,0.00025,10,20,93,-8.671012831857912,0.594
0.30000000000000004,9,0.00025,10,20,94,-7.559034343341087,0.5915
0.30000000000000004,9,0.00025,10,20,95,-8.05858935452424,0.5755
0.30000000000000004,9,0.00025,10,20,96,-8.67496213118057,0.635
0.30000000000000004,9,0.00025,10,20,97,-8.03541918819541,0.6135
0.30000000000000004,9,0.00025,10,20,98,-8.485322398033253,0.583
0.30000000000000004,9,0.00025,10,20,99,-8.568333133055416,0.561
0.30000000000000004,9,0.00025,15,5,0,-16.37028015954273,0.712
0.30000000000000004,9,0.00025,15,5,1,-15.930313524764582,0.7225
0.30000000000000004,9,0.00025,15,5,2,-16.469606590861122,0.6975
0.30000000000000004,9,0.00025,15,5,3,-16.385065804487166,0.743
0.30000000000000004,9,0.00025,15,5,4,-16.77426783408081,0.733
0.30000000000000004,9,0.00025,15,5,5,-16.174476621019608,0.7125
0.30000000000000004,9,0.00025,15,5,6,-16.457912495312225,0.7305
0.30000000000000004,9,0.00025,15,5,7,-16.382002525319,0.7385
0.30000000000000004,9,0.00025,15,5,8,-16.334693757561723,0.7395
0.30000000000000004,9,0.00025,15,5,9,-16.139891210019844,0.696
0.30000000000000004,9,0.00025,15,5,10,-16.924863294561963,0.719
0.30000000000000004,9,0.00025,15,5,11,-16.406368422829587,0.745
0.30000000000000004,9,0.00025,15,5,12,-16.00765750465701,0.7295
0.30000000000000004,9,0.00025,15,5,13,-16.182546383223915,0.746
0.30000000000000004,9,0.00025,15,5,14,-16.333165034677407,0.739
0.30000000000000004,9,0.00025,15,5,15,-16.467767813701414,0.7185
0.30000000000000004,9,0.00025,15,5,16,-16.74113771551159,0.7335
0.30000000000000004,9,0.00025,15,5,17,-16.941865793887363,0.7385
0.30000000000000004,9,0.00025,15,5,18,-16.33795138534485,0.7345
0.30000000000000004,9,0.00025,15,5,19,-16.78135239774091,0.726
0.30000000000000004,9,0.00025,15,5,20,-16.342618887698386,0.7215
0.30000000000000004,9,0.00025,15,5,21,-16.83160129669214,0.7075
0.30000000000000004,9,0.00025,15,5,22,-16.499438851729153,0.748
0.30000000000000004,9,0.00025,15,5,23,-16.606981742076314,0.733
0.30000000000000004,9,0.00025,15,5,24,-15.978579321223107,0.725
0.30000000000000004,9,0.00025,15,5,25,-16.067729776882935,0.735
0.30000000000000004,9,0.00025,15,5,26,-16.396307499405186,0.7145
0.30000000000000004,9,0.00025,15,5,27,-16.546403473110196,0.732
0.30000000000000004,9,0.00025,15,5,28,-15.979126611625288,0.708
0.30000000000000004,9,0.00025,15,5,29,-16.461035318916853,0.72
0.30000000000000004,9,0.00025,15,5,30,-16.265509974045134,0.71
0.30000000000000004,9,0.00025,15,5,31,-16.597520365532315,0.726
0.30000000000000004,9,0.00025,15,5,32,-16.19514674562411,0.7165
0.30000000000000004,9,0.00025,15,5,33,-15.976719769782141,0.71
0.30000000000000004,9,0.00025,15,5,34,-16.199233134279652,0.716
0.30000000000000004,9,0.00025,15,5,35,-15.502875669430525,0.7225
0.30000000000000004,9,0.00025,15,5,36,-16.503275955398173,0.702
0.30000000000000004,9,0.00025,15,5,37,-16.682747247097517,0.713
0.30000000000000004,9,0.00025,15,5,38,-16.63187769023988,0.717
0.30000000000000004,9,0.00025,15,5,39,-15.656435856306306,0.731
0.30000000000000004,9,0.00025,15,5,40,-16.798155531211055,0.7335
0.30000000000000004,9,0.00025,15,5,41,-16.94696017248945,0.7315
0.30000000000000004,9,0.00025,15,5,42,-16.277827701693457,0.7425
0.30000000000000004,9,0.00025,15,5,43,-15.694475386630462,0.724
0.30000000000000004,9,0.00025,15,5,44,-15.880890203670416,0.7335
0.30000000000000004,9,0.00025,15,5,45,-16.833159652720617,0.723
0.30000000000000004,9,0.00025,15,5,46,-16.300841734297506,0.7005
0.30000000000000004,9,0.00025,15,5,47,-15.34564639571802,0.7385
0.30000000000000004,9,0.00025,15,5,48,-16.441260778057796,0.6945
0.30000000000000004,9,0.00025,15,5,49,-16.40277407956389,0.7245
0.30000000000000004,9,0.00025,15,5,50,-16.672310487342923,0.736
0.30000000000000004,9,0.00025,15,5,51,-16.853304748893198,0.756
0.30000000000000004,9,0.00025,15,5,52,-16.728636967570832,0.7085
0.30000000000000004,9,0.00025,15,5,53,-16.341294966507256,0.7025
0.30000000000000004,9,0.00025,15,5,54,-16.683085860795586,0.709
0.30000000000000004,9,0.00025,15,5,55,-15.736158401642426,0.7455
0.30000000000000004,9,0.00025,15,5,56,-15.854095901630817,0.713
0.30000000000000004,9,0.00025,15,5,57,-15.952674089425097,0.7205
0.30000000000000004,9,0.00025,15,5,58,-16.3160304673548,0.723
0.30000000000000004,9,0.00025,15,5,59,-16.292480145587405,0.696
0.30000000000000004,9,0.00025,15,5,60,-16.562796898362382,0.702
0.30000000000000004,9,0.00025,15,5,61,-16.51709376245921,0.708
0.30000000000000004,9,0.00025,15,5,62,-16.487974755118735,0.731
0.30000000000000004,9,0.00025,15,5,63,-16.254303745429443,0.698
0.30000000000000004,9,0.00025,15,5,64,-16.482795289471834,0.7335
0.30000000000000004,9,0.00025,15,5,65,-16.677998546294326,0.7165
0.30000000000000004,9,0.00025,15,5,66,-16.274343551337093,0.754
0.30000000000000004,9,0.00025,15,5,67,-16.360920032971684,0.7215
0.30000000000000004,9,0.00025,15,5,68,-16.072694030045355,0.7545
0.30000000000000004,9,0.00025,15,5,69,-16.878619353465893,0.7175
0.30000000000000004,9,0.00025,15,5,70,-16.06762571256545,0.7425
0.30000000000000004,9,0.00025,15,5,71,-16.27481240417945,0.7415
0.30000000000000004,9,0.00025,15,5,72,-16.15716143458423,0.7235
0.30000000000000004,9,0.00025,15,5,73,-16.418797893333416,0.7365
0.30000000000000004,9,0.00025,15,5,74,-15.824740011091478,0.721
0.30000000000000004,9,0.00025,15,5,75,-16.172422794225387,0.725
0.30000000000000004,9,0.00025,15,5,76,-16.317207623395525,0.729
0.30000000000000004,9,0.00025,15,5,77,-16.664267162697573,0.7175
0.30000000000000004,9,0.00025,15,5,78,-16.396435355647885,0.7115
0.30000000000000004,9,0.00025,15,5,79,-16.688869096791134,0.7205
0.30000000000000004,9,0.00025,15,5,80,-16.530880064005483,0.715
0.30000000000000004,9,0.00025,15,5,81,-16.87144657314123,0.762
0.30000000000000004,9,0.00025,15,5,82,-16.806646253665683,0.7295
0.30000000000000004,9,0.00025,15,5,83,-16.050846038817152,0.742
0.30000000000000004,9,0.00025,15,5,84,-16.70660529142299,0.736
0.30000000000000004,9,0.00025,15,5,85,-15.611599559826052,0.749
0.30000000000000004,9,0.00025,15,5,86,-15.852887594543542,0.727
0.30000000000000004,9,0.00025,15,5,87,-16.510720295160837,0.714
0.30000000000000004,9,0.00025,15,5,88,-16.45750626679721,0.701
0.30000000000000004,9,0.00025,15,5,89,-16.0983943356197,0.7245
0.30000000000000004,9,0.00025,15,5,90,-17.116761424567926,0.7365
0.30000000000000004,9,0.00025,15,5,91,-16.272714668946403,0.7365
0.30000000000000004,9,0.00025,15,5,92,-15.463673819219714,0.708
0.30000000000000004,9,0.00025,15,5,93,-16.610379370900308,0.699
0.30000000000000004,9,0.00025,15,5,94,-15.998499328979944,0.723
0.30000000000000004,9,0.00025,15,5,95,-16.39279003218264,0.7155
0.30000000000000004,9,0.00025,15,5,96,-16.424990039887017,0.7235
0.30000000000000004,9,0.00025,15,5,97,-16.544475412261527,0.738
0.30000000000000004,9,0.00025,15,5,98,-16.736066500132583,0.7135
0.30000000000000004,9,0.00025,15,5,99,-16.392041442048953,0.738
0.30000000000000004,9,0.00025,15,10,0,-11.111604418625058,0.712
0.30000000000000004,9,0.00025,15,10,1,-11.65288191856636,0.7225
0.30000000000000004,9,0.00025,15,10,2,-11.181384748114331,0.6975
0.30000000000000004,9,0.00025,15,10,3,-11.987391410120681,0.743
0.30000000000000004,9,0.00025,15,10,4,-12.07979536100183,0.733
0.30000000000000004,9,0.00025,15,10,5,-11.592564771111798,0.7125
0.30000000000000004,9,0.00025,15,10,6,-11.440835279435262,0.7305
0.30000000000000004,9,0.00025,15,10,7,-11.103556524963425,0.7385
0.30000000000000004,9,0.00025,15,10,8,-11.747265770029202,0.7395
0.30000000000000004,9,0.00025,15,10,9,-11.338817886808096,0.696
0.30000000000000004,9,0.00025,15,10,10,-10.919791055935573,0.719
0.30000000000000004,9,0.00025,15,10,11,-11.070067500659995,0.745
0.30000000000000004,9,0.00025,15,10,12,-11.348686841303897,0.7295
0.30000000000000004,9,0.00025,15,10,13,-11.588967070171902,0.746
0.30000000000000004,9,0.00025,15,10,14,-11.214111748665152,0.739
0.30000000000000004,9,0.00025,15,10,15,-11.069099231565389,0.7185
0.30000000000000004,9,0.00025,15,10,16,-11.464340473958053,0.7335
0.30000000000000004,9,0.00025,15,10,17,-10.741467986051727,0.7385
0.30000000000000004,9,0.00025,15,10,18,-11.148516055565674,0.7345
0.30000000000000004,9,0.00025,15,10,19,-11.697445184913954,0.726
0.30000000000000004,9,0.00025,15,10,20,-11.363907032780025,0.7215
0.30000000000000004,9,0.00025,15,10,21,-11.065689630919078,0.7075
0.30000000000000004,9,0.00025,15,10,22,-11.266153357261127,0.748
0.30000000000000004,9,0.00025,15,10,23,-11.396966554399743,0.733
0.30000000000000004,9,0.00025,15,10,24,-11.602850670510087,0.725
0.30000000000000004,9,0.00025,15,10,25,-11.65631502974704,0.735
0.30000000000000004,9,0.00025,15,10,26,-10.740901228336819,0.7145
0.30000000000000004,9,0.00025,15,10,27,-12.037129845785675,0.732
0.30000000000000004,9,0.00025,15,10,28,-11.360946654010556,0.708
0.30000000000000004,9,0.00025,15,10,29,-10.97465648750176,0.72
0.30000000000000004,9,0.00025,15,10,30,-11.803910463206286,0.71
0.30000000000000004,9,0.00025,15,10,31,-11.273354656959857,0.726
0.30000000000000004,9,0.00025,15,10,32,-11.6334302253043,0.7165
0.30000000000000004,9,0.00025,15,10,33,-11.463482920653288,0.71
0.30000000000000004,9,0.00025,15,10,34,-11.637801645824714,0.716
0.30000000000000004,9,0.00025,15,10,35,-10.92564518820354,0.7225
0.30000000000000004,9,0.00025,15,10,36,-10.98235063994804,0.702
0.30000000000000004,9,0.00025,15,10,37,-11.242595600428015,0.713
0.30000000000000004,9,0.00025,15,10,38,-11.375524088906774,0.717
0.30000000000000004,9,0.00025,15,10,39,-10.848636957451202,0.731
0.30000000000000004,9,0.00025,15,10,40,-11.315147025464285,0.7335
0.30000000000000004,9,0.00025,15,10,41,-11.01902113550095,0.7315
0.30000000000000004,9,0.00025,15,10,42,-10.764234033698415,0.7425
0.30000000000000004,9,0.00025,15,10,43,-11.25209068865793,0.724
0.30000000000000004,9,0.00025,15,10,44,-10.629085287807102,0.7335
0.30000000000000004,9,0.00025,15,10,45,-11.516371454869299,0.723
0.30000000000000004,9,0.00025,15,10,46,-11.22577294216131,0.7005
0.30000000000000004,9,0.00025,15,10,47,-11.660887340024152,0.7385
0.30000000000000004,9,0.00025,15,10,48,-11.11965370853998,0.6945
0.30000000000000004,9,0.00025,15,10,49,-11.971303917480007,0.7245
0.30000000000000004,9,0.00025,15,10,50,-11.023299429789535,0.736
0.30000000000000004,9,0.00025,15,10,51,-10.838242184057084,0.756
0.30000000000000004,9,0.00025,15,10,52,-11.667872236027662,0.7085
0.30000000000000004,9,0.00025,15,10,53,-11.231181679333337,0.7025
0.30000000000000004,9,0.00025,15,10,54,-11.25145505536619,0.709
0.30000000000000004,9,0.00025,15,10,55,-11.533965272294596,0.7455
0.30000000000000004,9,0.00025,15,10,56,-11.436251570062172,0.713
0.30000000000000004,9,0.00025,15,10,57,-11.404781526876478,0.7205
0.30000000000000004,9,0.00025,15,10,58,-11.473105015475264,0.723
0.30000000000000004,9,0.00025,15,10,59,-12.34601260787885,0.696
0.30000000000000004,9,0.00025,15,10,60,-9.945194348027151,0.702
0.30000000000000004,9,0.00025,15,10,61,-11.637962304672987,0.708
0.30000000000000004,9,0.00025,15,10,62,-10.906897457668594,0.731
0.30000000000000004,9,0.00025,15,10,63,-11.900363859032733,0.698
0.30000000000000004,9,0.00025,15,10,64,-11.749579631405455,0.7335
0.30000000000000004,9,0.00025,15,10,65,-11.495844693018887,0.7165
0.30000000000000004,9,0.00025,15,10,66,-10.999761808827438,0.754
0.30000000000000004,9,0.00025,15,10,67,-11.395885478329578,0.7215
0.30000000000000004,9,0.00025,15,10,68,-11.529485164601079,0.7545
0.30000000000000004,9,0.00025,15,10,69,-11.471000402733097,0.7175
0.30000000000000004,9,0.00025,15,10,70,-11.616894732265864,0.7425
0.30000000000000004,9,0.00025,15,10,71,-11.328840541321796,0.7415
0.30000000000000004,9,0.00025,15,10,72,-11.314984257632748,0.7235
0.30000000000000004,9,0.00025,15,10,73,-11.408459760009517,0.7365
0.30000000000000004,9,0.00025,15,10,74,-11.563578352929385,0.721
0.30000000000000004,9,0.00025,15,10,75,-11.88954554872816,0.725
0.30000000000000004,9,0.00025,15,10,76,-10.939381984866626,0.729
0.30000000000000004,9,0.00025,15,10,77,-11.604745205604262,0.7175
0.30000000000000004,9,0.00025,15,10,78,-11.487539573255468,0.7115
0.30000000000000004,9,0.00025,15,10,79,-11.438091366042741,0.7205
0.30000000000000004,9,0.00025,15,10,80,-11.380316422359352,0.715
0.30000000000000004,9,0.00025,15,10,81,-10.195658030176654,0.762
0.30000000000000004,9,0.00025,15,10,82,-10.893288413746976,0.7295
0.30000000000000004,9,0.00025,15,10,83,-11.671055117910054,0.742
0.30000000000000004,9,0.00025,15,10,84,-11.949321169780728,0.736
0.30000000000000004,9,0.00025,15,10,85,-11.598292890814758,0.749
0.30000000000000004,9,0.00025,15,10,86,-11.181024856596927,0.727
0.30000000000000004,9,0.00025,15,10,87,-11.464573408515125,0.714
0.30000000000000004,9,0.00025,15,10,88,-11.36411199787809,0.701
0.30000000000000004,9,0.00025,15,10,89,-11.59330466490416,0.7245
0.30000000000000004,9,0.00025,15,10,90,-11.046337174295642,0.7365
0.30000000000000004,9,0.00025,15,10,91,-11.56277281863264,0.7365
0.30000000000000004,9,0.00025,15,10,92,-11.16720102101557,0.708
0.30000000000000004,9,0.00025,15,10,93,-10.928379961191585,0.699
0.30000000000000004,9,0.00025,15,10,94,-11.04243664826792,0.723
0.30000000000000004,9,0.00025,15,10,95,-10.86655438051797,0.7155
0.30000000000000004,9,0.00025,15,10,96,-11.092868933191722,0.7235
0.30000000000000004,9,0.00025,15,10,97,-11.279317122784938,0.738
0.30000000000000004,9,0.00025,15,10,98,-11.517264215830375,0.7135
0.30000000000000004,9,0.00025,15,10,99,-11.525042674168613,0.738
0.30000000000000004,9,0.00025,15,20,0,-8.14427508074683,0.712
0.30000000000000004,9,0.00025,15,20,1,-8.205036395584814,0.7225
0.30000000000000004,9,0.00025,15,20,2,-8.121505865789532,0.6975
0.30000000000000004,9,0.00025,15,20,3,-7.926170303783126,0.743
0.30000000000000004,9,0.00025,15,20,4,-7.808408417011529,0.733
0.30000000000000004,9,0.00025,15,20,5,-8.177735607506811,0.7125
0.30000000000000004,9,0.00025,15,20,6,-8.004705930892772,0.7305
0.30000000000000004,9,0.00025,15,20,7,-8.06818161074289,0.7385
0.30000000000000004,9,0.00025,15,20,8,-7.818456838719335,0.7395
0.30000000000000004,9,0.00025,15,20,9,-8.52951960915661,0.696
0.30000000000000004,9,0.00025,15,20,10,-7.928097879348184,0.719
0.30000000000000004,9,0.00025,15,20,11,-8.312397171174542,0.745
0.30000000000000004,9,0.00025,15,20,12,-8.210650647458797,0.7295
0.30000000000000004,9,0.00025,15,20,13,-8.320314844153332,0.746
0.30000000000000004,9,0.00025,15,20,14,-8.596344787688023,0.739
0.30000000000000004,9,0.00025,15,20,15,-7.664985724353596,0.7185
0.30000000000000004,9,0.00025,15,20,16,-7.936489741335814,0.7335
0.30000000000000004,9,0.00025,15,20,17,-7.183908035122263,0.7385
0.30000000000000004,9,0.00025,15,20,18,-7.827760793149883,0.7345
0.30000000000000004,9,0.00025,15,20,19,-8.558966588553433,0.726
0.30000000000000004,9,0.00025,15,20,20,-7.717170045952937,0.7215
0.30000000000000004,9,0.00025,15,20,21,-8.907111170280967,0.7075
0.30000000000000004,9,0.00025,15,20,22,-8.875538836356245,0.748
0.30000000000000004,9,0.00025,15,20,23,-8.813000774761079,0.733
0.30000000000000004,9,0.00025,15,20,24,-8.396248829489759,0.725
0.30000000000000004,9,0.00025,15,20,25,-7.894500395972536,0.735
0.30000000000000004,9,0.00025,15,20,26,-8.54146709372,0.7145
0.30000000000000004,9,0.00025,15,20,27,-8.305848740440783,0.732
0.30000000000000004,9,0.00025,15,20,28,-8.017850591983464,0.708
0.30000000000000004,9,0.00025,15,20,29,-8.377649439489565,0.72
0.30000000000000004,9,0.00025,15,20,30,-7.89639412831099,0.71
0.30000000000000004,9,0.00025,15,20,31,-8.319261909779176,0.726
0.30000000000000004,9,0.00025,15,20,32,-8.428457352637666,0.7165
0.30000000000000004,9,0.00025,15,20,33,-8.827905104302317,0.71
0.30000000000000004,9,0.00025,15,20,34,-7.513194256873229,0.716
0.30000000000000004,9,0.00025,15,20,35,-8.71411074379668,0.7225
0.30000000000000004,9,0.00025,15,20,36,-8.387251647235212,0.702
0.30000000000000004,9,0.00025,15,20,37,-8.557979012921535,0.713
0.30000000000000004,9,0.00025,15,20,38,-8.17060153440533,0.717
0.30000000000000004,9,0.00025,15,20,39,-7.708355533909876,0.731
0.30000000000000004,9,0.00025,15,20,40,-8.28720528922964,0.7335
0.30000000000000004,9,0.00025,15,20,41,-8.776579746820822,0.7315
0.30000000000000004,9,0.00025,15,20,42,-7.59975305453329,0.7425
0.30000000000000004,9,0.00025,15,20,43,-8.076506004653108,0.724
0.30000000000000004,9,0.00025,15,20,44,-8.40965894614144,0.7335
